관광지명,Group1,Group1_tag,group1_1,group1_1_tag,group1_2,group1_2_tag,Group2,Group2_tag,group2_1,group2_1_tag,group2_2,group2_2_tag,Group3,Group3_tag,group3_1,group3_1_tag,group3_2,group3_2_tag,Group4,Group4_tag,group4_1,group4_1_tag,group4_2,group4_2_tag,group4_3,group4_3_tag,Group5,Group5_tag,group5_1,group5_1_tag,group5_2,group5_2_tag
SM 디지털아트 뮤지엄,0.0,,0.0,,0.0,,1.0,"['커플', '친구', '부모', '어린이', '관광지', '관광', '사계절']",0.0,"['관광', '관광지', '커플']",1.0,"['커플', '친구', '부모', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
가뫼물,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '어린이', '관광']",0.0,['관광'],1.0,"['어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
가파도,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '휴식', '친구', '힐링']",0.0,"['포토', '스팟', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
가파초등학교 마라분교장,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '맑음', '스팟', '사계절']",1.0,"['포토', '스팟', '맑음']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
감귤박물관 월라봉 산책로 - 생이소리길,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '휴식', '힐링', '부모', '관광지', '관광']",0.0,"['관광', '관광지', '맑음', '커플']",1.0,"['커플', '맑음', '휴식', '힐링', '부모', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
갑자기 히어로즈 벽화길,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '스팟', '친구', '어린이']",1.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
강정어촌계,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '스팟', '해변', '관광']",1.0,"['포토', '스팟', '관광', '해변']",0.0,['관광'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
거믄여해안경승지,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '맑음', '스팟', '해변']",1.0,"['포토', '스팟', '맑음', '해변']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
걸매생태공원,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '맑음', '휴식', '힐링']",0.0,['맑음'],1.0,"['맑음', '휴식', '힐링']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
검멀레동굴,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '부모', '어린이']",0.0,"['포토', '스팟', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
검멀레해변,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '해변', '여름']",1.0,"['포토', '스팟', '맑음', '해변', '여름', '커플']",0.0,"['커플', '맑음', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
게우지코지,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '스팟', '친구']",1.0,"['포토', '스팟', '커플']",0.0,"['커플', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고내리포구,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '친구', '부모', '해변']",0.0,"['해변', '커플']",1.0,"['커플', '친구', '부모']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고사리숲,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '어린이', '관광']",0.0,['관광'],1.0,"['어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고산일과해안도로,0.0,,0.0,,0.0,,1.0,"['커플', '맑음', '해변', '일몰']",1.0,"['맑음', '해변', '커플']",0.0,"['커플', '맑음']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고씨주택,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '스팟', '휴식', '힐링', '관광지', '관광', '사계절', '치유']",1.0,"['포토', '스팟', '관광', '관광지']",1.0,"['휴식', '힐링', '치유', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고요산책,0.0,,0.0,,0.0,,1.0,"['휴식', '친구', '힐링', '관광지', '관광', '사계절', '치유']",0.0,"['관광', '관광지']",1.0,"['친구', '휴식', '힐링', '치유', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고흐의 정원,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '친구', '부모', '어린이', '관광지', '관광', '사계절']",0.0,"['관광', '관광지', '커플']",1.0,"['커플', '친구', '부모', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
공천포구,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '부모', '어린이', '해변']",1.0,"['포토', '스팟', '맑음', '해변', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
관덕정,0.0,,0.0,,0.0,,1.0,"['커플', '친구', '부모', '어린이', '관광지', '관광', '사계절']",0.0,"['관광', '관광지', '커플']",1.0,"['커플', '친구', '부모', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
관음사,0.0,,0.0,,0.0,,1.0,"['휴식', '힐링']",0.0,,1.0,"['휴식', '힐링']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
관음사 템플스테이,0.0,,0.0,,0.0,,1.0,"['커플', '휴식', '힐링', '관광', '사계절']",0.0,"['관광', '커플']",1.0,"['커플', '휴식', '힐링', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
광치기해변,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '스팟', '해변', '관광지', '관광', '무장애', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지', '해변', '무장애']",0.0,['관광'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
교래자연휴양림,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '휴식', '힐링', '부모', '어린이', '관광지', '여름', '관광', '무장애']",0.0,"['관광', '관광지', '무장애', '여름']",1.0,"['휴식', '힐링', '부모', '어린이', '여름', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
궁대오름(궁대악),0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '스팟', '휴식', '친구', '힐링', '부모', '사계절', '치유']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '부모', '치유']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
금룡사 템플스테이,0.0,,0.0,,0.0,,1.0,"['커플', '휴식', '힐링', '관광', '사계절']",0.0,"['관광', '커플']",1.0,"['커플', '휴식', '힐링', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
김경숙해바라기농장,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '부모', '어린이', '여름']",0.0,"['포토', '스팟', '맑음', '여름', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
김녕항,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '맑음', '해변']",1.0,"['맑음', '해변']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"['해변', '경관', '맑음', '자연']",0.0,['해변'],1.0,"['경관', '자연', '맑음', '해변']"
김녕해안도로,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '여름']",1.0,"['맑음', '여름', '커플']",1.0,"['커플', '맑음', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
까끄래기오름,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '사계절', '치유']",0.0,"['포토', '스팟', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '치유']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
꽃썸,0.0,,0.0,,0.0,,1.0,"['포토', '커플', '맑음', '스팟', '휴식', '친구', '부모', '해변', '여름']",1.0,"['포토', '스팟', '맑음', '해변', '여름', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '부모', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
나바론절벽,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '스팟']",1.0,"['포토', '스팟']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
낙천리아홉굿의자마을,0.0,,0.0,,0.0,,1.0,"['맑음', '휴식', '힐링', '어린이', '관광지', '관광', '무장애', '동반']",1.0,"['관광', '동반', '관광지', '맑음', '무장애']",1.0,"['맑음', '휴식', '힐링', '어린이', '관광']",0.0,,0.0,,0.0,,1.0,"['관광', '마을', '어린이', '맑음', '관광지', '산책', '동반', '무장애']",1.0,"['관광', '어린이', '관광지', '맑음', '무장애', '마을', '산책']",0.0,"['맑음', '어린이']",0.0,"['동반', '관광', '무장애']",0.0,,0.0,,0.0,
낙천아홉굿마을 의자공원,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '부모', '어린이', '관광', '사계절', '치유']",0.0,"['포토', '스팟', '관광', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '부모', '어린이', '치유', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
남내소,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '스팟', '휴식', '친구', '힐링', '어린이']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
남수각 하늘길 벽화거리,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '스팟', '관광']",1.0,"['포토', '스팟', '관광', '커플']",0.0,"['커플', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
남원 위미2리 어촌계,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '스팟', '해변', '관광']",1.0,"['포토', '스팟', '관광', '해변']",0.0,['관광'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
남원큰엉해변,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '맑음', '스팟', '해변', '관광지', '여름', '관광']",1.0,"['포토', '스팟', '관광', '관광지', '맑음', '해변', '여름']",0.0,"['맑음', '여름', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
남원항 (남원포구),0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '맑음', '스팟', '관광지', '관광', '사계절']",1.0,"['포토', '스팟', '관광', '관광지', '맑음']",0.0,"['맑음', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"['문화', '유적지', '관광', '역사', '유적', '경관', '맑음', '자연']",0.0,,1.0,"['경관', '자연', '맑음']"
너도나도 ATV,0.0,,0.0,,0.0,,1.0,"['맑음', '관광', '사계절']",1.0,"['관광', '맑음']",1.0,"['맑음', '관광']",0.0,,0.0,,0.0,,1.0,"['체험', '관광', '맑음']",1.0,"['관광', '맑음']",0.0,['맑음'],0.0,['관광'],0.0,,0.0,,0.0,
노루생태관찰원,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '맑음', '어린이', '관광지', '관광', '무장애']",1.0,"['관광', '관광지', '맑음', '무장애']",0.0,"['맑음', '어린이', '관광']",0.0,,0.0,,0.0,,1.0,"['체험', '레저', '관광', '어린이', '맑음', '관광지', '무장애']",1.0,"['관광', '어린이', '관광지', '레저', '맑음', '무장애']",0.0,"['레저', '맑음', '어린이']",0.0,"['관광', '레저', '무장애']",0.0,,0.0,,0.0,
노리매공원,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '관광지', '관광', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지', '맑음', '커플']",0.0,"['커플', '맑음', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
녹산로유채꽃길,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '관광']",1.0,"['포토', '스팟', '관광', '맑음', '커플']",0.0,"['커플', '맑음', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
논짓물,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이', '여름']",0.0,"['맑음', '여름', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
농개,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '맑음', '휴식', '힐링', '해변', '여름']",0.0,"['맑음', '해변', '여름']",1.0,"['맑음', '휴식', '힐링', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
높은오름,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이', '관광지', '관광', '동반']",0.0,"['관광', '동반', '관광지', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
누웨마루거리(구 바오젠),0.0,,0.0,,0.0,,1.0,"['커플', '친구', '부모', '어린이', '사계절']",0.0,['커플'],1.0,"['커플', '친구', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
다려도,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '스팟', '휴식', '힐링', '해변']",1.0,"['포토', '스팟', '해변']",0.0,"['휴식', '힐링']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
단산(바굼지오름),0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '스팟', '친구', '부모', '관광지', '관광', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지', '커플']",0.0,"['커플', '친구', '부모', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
답다니 탑망대 (하트원담),0.0,,0.0,,0.0,,1.0,"['경관', '포토', '맑음', '스팟']",1.0,"['포토', '스팟', '맑음']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
"대왕산 (왕뫼, 왕메, 왕미)",0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
대장금촬영지(제주민속촌),0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '스팟', '친구', '부모']",1.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '부모']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
대정해변(하모해변),0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '친구', '어린이', '해변']",0.0,"['맑음', '해변', '커플']",1.0,"['커플', '친구', '맑음', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
대한민국최남단기념비/ 마라도 기념비,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '스팟', '친구', '부모', '어린이']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
더 플래닛(THE PLANET),0.0,,0.0,,0.0,,1.0,"['커플', '친구', '부모', '어린이', '관광지', '관광', '무장애']",0.0,"['관광', '관광지', '무장애', '커플']",1.0,"['커플', '친구', '부모', '어린이', '관광']",1.0,"['실내', '관광지', '관광', '무장애', '문화', '어린이', '안전']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '문화', '어린이']",1.0,"['체험', '관광', '어린이', '커플', '친구', '관광지', '무장애']",1.0,"['관광', '어린이', '관광지', '친구', '커플', '무장애']",0.0,"['커플', '친구', '어린이']",0.0,"['커플', '관광', '무장애', '친구']",0.0,,0.0,,0.0,
"더럭초등학교(구, 더럭분교)",0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '맑음', '스팟', '어린이', '관광', '무장애']",1.0,"['포토', '스팟', '관광', '맑음', '무장애', '커플']",0.0,"['커플', '맑음', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
도두동 무지개 해안도로,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '스팟', '친구', '관광지', '관광', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지']",0.0,"['친구', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
도두봉,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '휴식', '친구', '힐링', '부모', '어린이', '관광지', '관광', '일몰', '동반']",0.0,"['관광', '동반', '관광지', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '부모', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
도두항,0.0,,0.0,,0.0,,1.0,"['커플', '맑음', '휴식', '친구', '힐링', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
도두해안도로,0.0,,0.0,,0.0,,1.0,"['커플', '맑음', '여름']",1.0,"['맑음', '여름', '커플']",1.0,"['커플', '맑음', '여름']",0.0,,0.0,,0.0,,1.0,"['맑음', '커플', '여름']",0.0,"['커플', '맑음']",1.0,"['맑음', '여름', '커플']",0.0,['커플'],0.0,,0.0,,0.0,
도순다원,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '맑음', '스팟']",1.0,"['포토', '스팟', '맑음']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
도치돌 알파카목장,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '휴식', '힐링', '어린이', '관광지', '관광', '사계절', '동반']",0.0,"['관광', '동반', '관광지', '맑음', '커플']",1.0,"['커플', '맑음', '휴식', '힐링', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
돔베낭골,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '맑음', '휴식', '힐링', '해변', '여름']",0.0,"['맑음', '해변', '여름']",1.0,"['맑음', '휴식', '힐링', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
동귀방파제,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '해변', '여름', '일몰']",1.0,"['해변', '여름']",0.0,['여름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
동백포레스트,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구']",1.0,"['포토', '스팟', '맑음', '커플']",0.0,"['커플', '친구', '맑음']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
드르쿰다인성산,0.0,,0.0,,0.0,,1.0,"['포토', '관광지', '관광', '동반']",1.0,"['포토', '관광', '동반', '관광지']",0.0,['관광'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
떠오르길,0.0,,0.0,,0.0,,1.0,"['포토', '자연', '스팟', '관광']",1.0,"['포토', '스팟', '관광']",0.0,['관광'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
로로 요가,0.0,,0.0,,0.0,,1.0,"['맑음', '휴식', '친구', '힐링']",0.0,['맑음'],1.0,"['친구', '맑음', '휴식', '힐링']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
마라도 섬투어,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '스팟']",1.0,"['포토', '스팟']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
마라도(마라해양도립공원),0.0,,0.0,,0.0,,1.0,"['경관', '자연', '맑음', '휴식', '힐링', '부모', '어린이', '관광지', '관광']",0.0,"['관광', '관광지', '맑음']",1.0,"['맑음', '휴식', '힐링', '부모', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
마라도등대,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '스팟']",1.0,"['포토', '스팟']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
마라도성당,0.0,,0.0,,0.0,,1.0,"['휴식', '힐링', '부모']",0.0,,1.0,"['휴식', '힐링', '부모']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
마방목지,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '맑음', '스팟', '어린이', '관광', '무장애']",1.0,"['포토', '스팟', '관광', '맑음', '무장애']",0.0,"['맑음', '어린이', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"['문화', '유적지', '관광', '역사', '유적', '경관', '맑음', '자연']",0.0,,1.0,"['경관', '자연', '맑음']"
마흐니 숲길,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '휴식', '친구', '힐링', '부모', '관광지', '관광', '치유']",0.0,"['관광', '관광지', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '부모', '치유', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
막숙,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '맑음', '휴식', '힐링', '여름']",0.0,"['맑음', '여름']",1.0,"['맑음', '휴식', '힐링', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
만장굴,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '스팟', '어린이', '여름']",1.0,"['포토', '스팟', '여름']",0.0,"['어린이', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
맛있는 철학자(태반의땅제주),0.0,,0.0,,0.0,,1.0,"['친구', '어린이', '관광', '사계절']",0.0,['관광'],1.0,"['친구', '어린이', '관광']",0.0,,0.0,,0.0,,1.0,"['체험', '관광', '어린이', '친구']",1.0,"['관광', '어린이', '친구']",0.0,"['친구', '어린이']",0.0,"['관광', '친구']",0.0,,0.0,,0.0,
매오름,0.0,,0.0,,0.0,,1.0,"['경관', '커플', '자연', '맑음', '휴식', '친구', '관광', '치유']",0.0,"['관광', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '치유', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
맬튼개 갯담,0.0,,0.0,,0.0,,1.0,"['커플', '휴식', '친구', '힐링', '부모', '어린이', '해변']",0.0,"['해변', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
메이즈랜드,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '스팟', '부모', '어린이', '관광지', '관광', '무장애', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지', '무장애']",0.0,"['부모', '어린이', '관광']",1.0,"['실내', '관광지', '관광', '동반', '박물관', '무장애', '테마', '미술', '어린이']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '박물관', '미술', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
모슬포항,0.0,,0.0,,0.0,,1.0,"['커플', '맑음', '친구', '해변']",1.0,"['맑음', '해변', '커플']",1.0,"['커플', '친구', '맑음']",0.0,,0.0,,0.0,,1.0,"['맑음', '커플', '친구', '해변']",0.0,"['친구', '커플', '맑음']",1.0,"['맑음', '해변', '커플', '친구']",0.0,"['커플', '친구']",0.0,,0.0,,0.0,
모지오름,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '사계절']",0.0,"['포토', '스팟', '맑음']",1.0,"['친구', '맑음', '휴식', '힐링']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
모진이몽돌해변,0.0,,0.0,,0.0,,1.0,"['경관', '포토', '자연', '맑음', '스팟', '해변', '여름']",1.0,"['포토', '스팟', '맑음', '해변', '여름']",0.0,"['맑음', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
목장카페 드르쿰다,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '어린이', '관광지', '관광', '동반']",1.0,"['관광', '동반', '관광지']",0.0,"['어린이', '관광']",1.0,"['실내', '관광지', '관광', '동반', '테마', '어린이']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '테마', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
무수천,0.0,,0.0,,0.0,,1.0,"['경관', '자연', '휴식', '힐링', '여름']",0.0,['여름'],1.0,"['휴식', '힐링', '여름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
